id	tweet	subtask_a
9932	#GNTMgr καλέ σας αρέσουν αυτά τα ρούχα που τα αποθεώνει ο δημιουργόθ;	NOT
8326	@USER Σε βλέπω στο ψάξιμο..διατύπωσε Αλλιώς το αίτημα για εύρεση κάποιου...Που να του αρέσουν οι γυναίκες.	NOT
1438	Να σου πει ο παπάς το αυτί μαλακα. Ξεφτιλα σκότωσε τον αδερφό του και είχες το θράσος να τους κοιτάς ολους στα μάτια #fosstotounel	OFF
6872	#kalytera ετοιμάζονται μηνύσεις για τον Λιάγκα, έχει ενημερωθεί δικηγόρος.	NOT
7270	Πλειμπόυ δεκαετίας 80 #gntmgr	OFF
9976	Αν και τον συμπαθώ τον Μπράτη πριν το #GNTMGr δεν τον ήξερε κάποιος.	NOT
5852	δεν ξερω τι ειπε ο #κυρανακης. βαρεθηκα ομως να ακουω μ* απο ζαιους ντορες=επειδη οι ελληνες δε θελουν να ναι μειοψηφια στην ιδια τους τη χωρα απο το #μεταναστευτικο τους αποκαλουν ρατσιστες, ενω ηεχει χοντρο προβλημα ισα #ΣΥΡΙΖΑ_ξεφτιλες #ΝΔ_ξεφτιλες	OFF
7170	@USER Δεν μίλησα για να διώξουν τον κοσμο. Αναφέρθηκα στο ότι ζητάνε να καταπατηθούν αυτονόητα δικαιώματα για να μην ενοχληθούν οι πρόσφυγες. Συγγνώμη αλλά δεν γίνεται έτσι.	NOT
8467	#gntmgr Χριστοπούλου τι παλιακο γιαγιαδιστικα 70ς στυλ Αίσχος. Κακομοίρα	OFF
2248	Λατρεύω τις απελευθερωμένες γυναίκες, που σταματούν στα μπαρ για να χαϊδέψουν έναν αδέσποτο άνδρα. #survivor #survivorGR #survivor2019 #MasterChefGR_Xeftiles #MasterChefGR spoiler #radioarvyla #tatouaz	OFF
10246	Εγωπαθέστατη Σκατια έχεις τεράστια ψυχολογικά. #GNTMgr	OFF
3267	@USER Δηλαδή να περιμένουμε ακόμη μια εβδομάδα να κερδίσει ο ΣΥΡΙΖΑ τελικά είσαι πιο ηλίθιος από τον Αντώναρο	OFF
9098	Οι σατανιστες τι ώρα βγαίνουν; ; #gntmgr	NOT
7260	Λέω στον άλλο ότι είμαστε γυναίκες άνδρες ίσοι και μου απαντάει να σηκώσω το καναπέ. Του λέω και εγώ έλα να σε γονιμοποιήσω να γεννήσεις αφού δε καταλαβαίνεις.	NOT
6924	@USER Τι θες μωρή αλόγα	OFF
4239	@USER Ελληνας ομως δεν εισαι!Και δε θα γινεις ποτε οσα γραμματα κιαν μαθεις!	NOT
5041	#GNTMgr Η Ελευθερία είναι ψηλότερη από την Κάτια,να ξέρετε...Κάτια έχεις χάσει δουλειές λόγω ύψους μήπως;Λέω εγώ η ανίδεη...	NOT
1617	@USER Αυτός είσαι! Που σε έπιασε και η αγάπη για το μπάσκετ ΑΤΙΤΛΕ!	OFF
856	@USER μαλακες μικροψόληδες εχετε γαμήσει την αγορά με τα κωλο-ψεμματα σας! στο τέλος θα κυκλοφορουμε με διαφανα παντελονια ΑΝΑΓΚΑΣΤΙΚΑ με τις μαλακίες σας!	OFF
5997	Η γλυκούλα, φτυστοί είναι... Είσαι υπέροχος Μπρατούλη #gntmgr	NOT
8770	Γιατί οι γυναίκες ζουν περισσότερο από τους άνδρες #agriesmelisses #gntmgr	NOT
6223	Να την και η Βαινά. εεε η Ιλντα ηθελα να πω. Υπέροχη! #GNTMgr	NOT
6789	Καλησπέρα στην παρέααα #kalomesimeraki	NOT
1735	@USER Εισαγωγέας και διακινητής #λαθρο είναι, τι δεν καταλαβαίνετε; #λαθρομετσναστες #συριζα #ΣΥΡΙΖΑ_ξεφτιλες	NOT
5630	Όποιος νομίζει πάντως πως οι μουσουλμάνοι πρόσφυγες/μετανάστες δεν πίνουν αλκοόλ, δεν έχουν βρεθεί κοντά σε κέντρο υποδοχής. Εννοείται πως υπάρχουν και οι ορθόδοξοι αλλά δεν είναι η πλειονότητα.	NOT
2986	@USER Αντε γαμησου εσυ, πηγαινε οπου θες αλλα σκασε.	OFF
8501	αννα μαρια ΘΕΑ #GNTMgr	NOT
10088	@USER Έτσι μάλιστα! Στο διάολο λοιπόν Μενδρινέ και όοοολα τα κομμούνια. Φιλάκια	OFF
6868	Στα νιάτα τους οι άνδρες ερωτεύονται σχεδόν με κάθε γυναίκα που βλέπουν και οι γυναίκες το κάθε διάσημο που βλέπουν..	NOT
921	Μετά την ψηφοφορία στο #shoppingstar ανησυχώ σοβαρά για τα αποτελέσματα της Κυριακής.	NOT
5197	ΤΙ ΛΕΩ Ο ΤΡΕΛΟΣ Πριν από πολλά πολλά χρόνια, όταν ήμουν 25 ετών, παντρεύτηκα μία γυναίκα χήρα. Αυτή η χήρα είχε μία μεγάλη κόρη. Ο πατέρας μου ερωτεύτηκε την κόρη της χήρας και σύντομα παντρεύτηκαν. Το γεγονός...	NOT
8244	ο γαμιστρώνας #erwtasmeta	OFF
3944	Καλά το οπεν έχει γεμίσει ταξιδιωτικές εκπομπές στο τέλος δεν θα ξέρουν σε τι μέρος να πάνε ολα μας τα χουν δείξει #GiaTinParea	NOT
2847	@USER Σε ευχαριστώ ρε αγόρι μέσα από τα βάθη της καρδιάς μου!Σου εύχομαι γαλήνη, αγάπη και σεξ μέχρι θανάτου σε σένα και στις τυχερές!Να είσαι πάντα καλά Αντιμνημονιακέ φίλε μου!	NOT
5095	#GNTMgr -μ αυτο το αουτφιτ εχω ξετρελαθει θα το φορεσω στην πρωτη ευκαιρια -πότε; -το μηνα που δεν εχει Σαββατο	NOT
8940	H επιτομη του ΣΙΚ. #kalomesimeraki #shoppingstar #tiexeisdithei	NOT
1958	#MasterChefGR_Xeftiles ρε είστε ξεφτυλες μαλακές που βγάζετε την βρωμιαρα πρώτη. Εμείς οι ουγκ μόνο Μπαχ και ταρκοφσκι να ουμ	OFF
2805	@USER 3 μηνες επαιζε με τα θερια σοβαρα μιλας; Φετος ξεκαθαρη αδικια για τους ελληνες άντρες για να φανουν οι τουρκοι ολα στο σενάριο του ατζουν	NOT
9279	@USER Μη σου πω ότι θα βγάλει ψήφισμα το ΣΑ του ΟΗΕ και οι τουρκοι θα κακαρώσουν! (Πού να τους στειλει ρε συ, κλειστά ειναι τα σύνορα, την Ειδομένη δε τη θυμάσαι	NOT
77	Τη Λορέιν και την Πάρης καλά έκαναν και τις ξανακάλεσαν, οι άλλες γιατί; #shoppingstar	NOT
1767	Σειρά 361 διμοιρία 2η, the besttt. Επόμενος σταθμός Θήβα, μετά Κύπρο σου ερχόμαστε, fuegooo #armylife #2019βεσσο #αδειαορκομωσιας #ελδυκ_εισαι_αφου #instamoments #instahub…	NOT
2827	@USER Σαν κλαμμένο μουνι!	OFF
3412	@USER Είσαι άξια θαυμασμού κοπελιά... Μπράβο σου!	NOT
8397	Ξεραδια ξέρεις Κατια #gntmgr	OFF
5686	Ηταν ενας μι-κρος φασίστας,ήταν ενας μι-κρος φασίστας,που ήταν α α αταξίδευτος,που ήταν α α αταξίδευτος,οε οεεεε οε οε	OFF
6843	Ποια θεωρείτε φαβορί #GNTMgr 2019;	NOT
9353	@USER Νταξ. Κουμμούνια είναι, όχι μαλάκες. Ανθρωπισμός με τον πόνο του άλλου.	OFF
7123	Αι στον διάολο μωρή ,ποιος ξέρει από που στον διάολο είσαι κ ειρωνεύεσαι κιόλας κλώσσα ε κλώσσα	OFF
6195	Στην Κοκκινοτριμιθιά οι 131 πρόσφυγες	NOT
4085	Δάσκαλε με ρωτάει, τι κάνεις κι είσαι πάντα στιλάκι; Μια ζωή νηστικός είμαι του απάντησα.	NOT
5438	Μωρή Ασημίνα (+Μαρτίνα) μην ξανά ακούσω για γλύψιμο στους κριτές από άλλες θα ερθω εκει να σας πετάω ντομάτες #gntmgr	OFF
5559	Φαντασου.Αξιωθηκαν να δουν το Δημοτικο θεατρο μεσα απ το #gntmgr. Ουτε σε μια παρασταση βρε ζωα;	OFF
448	ΤΟ ΓΩΓΩ ΝΟΜΙΖΕΙ ΟΤΙ ΓΕΛΑΜΕ ΚΙ ΕΜΕΙΣ Μ' ΑΥΤΕΣ ΤΙΣ ΑΗΔΙΕΣ ΠΟΥ ΚΑΝΕΙ ; #ShoppingStar	OFF
3040	Νταμλα τι έγινε όλα καλά; είσαι τρέλα ρε Δαλακα #SurvivorGR	NOT
9669	Το γυαλί που το βρηκε ο τύπος να παρω κι εγω ενα #GNTMgr	NOT
7309	Άιντε Σουζάνα, φτιάξε βαλίτσες ! #gntmgr	NOT
4725	@USER Ξεφτίλα γιατι; Θα μας το αιτιολογήσεις κιολας ή ετσι Απλα πεταξες κατι;	NOT
5395	Τα ρούχα θα είναι ρευθτά Προθπαθείθτε να μην ειθτε θαν μύκθεθ παλιοπλεμπεθ #gntmgr	NOT
3491	"""Ο Γεωργαντας πάντα τόσο βλακας ήταν ή τώρα το έχει πάθει; και αυτή την εκπομπή τη βλέπει κανείς; και αν τη βλέπει έχουν τόσο ενδιαφέρον τα σεξουαλικα των τάχα μου """"σελεμπριτις""""; #giatinparea"""	OFF
2654	@USER Να είσαι καλά Θενη επίσης!‍️	NOT
9171	ΑΧ ΑΝΝΑ ΣΚΑΣΕ ΓΙΑ ΤΟΝ ΘΕΟΟΟΟΟ ! #gntmgr	NOT
2759	Το πολ στο ινστα στορι μου το'βαλα για να ψηφισετε οχι για να με γραψετε στ'αρχιδια σας και οι 176 ακολουθοι	OFF
1021	@USER Σσσσς καλο! Ψηθηκα αν κ δε μετραει γτ ειμαστε γυναικες, αν ψηνεται κανενας αντρας απο δω κατι γινεται	NOT
5567	ΟΧΙ ΣΠΥΡΙΔΟΥΛΑ ρε Νικο! Ασε και θελουμε να την ξεχασουμε ΚΑΙ ΑΚΟΜΑ ΔΕ ΜΠΟΡΟΥΜΕ ΣΙΓΑ ΜΗΝ ΠΑΝΤΡΕΥΤΗΚΕ ! χαχαχαχαχ! #kalomesimeraki	NOT
7797	η Κατια σημερα εδωσε τη πρωτη της παρασταση/δραματικη σκηνη... μιας και της αρεσει η ηθοποιια, ξερουμε ποια του χρονου θα παιζει σε θεατρικο (οπως καζαριαν), ειπε σημερα να κανει μια ατυπη οντισιον το κοριτσι. #gntmgr ΦΕΡΤΕ ΤΑ ΜΠΑΦΤΑ, ΦΕΡΤΕ ΤΑ ΟΣΚΑΡ	NOT
5331	"""""""Σουζάνα, πάλι σκατά τα πήγες! Σε κρατάμε στο παιχνίδι για το μαναφούκι, αλλά μας έχουν πάρει χαμπάρι και θα μας αρχίσουν στα γιαούρτια!"""" #GNTMgr"""	OFF
8348	@USER Ετσι ειναι Νικο η πουτανα η τύχη.	OFF
704	Μάνα μου τι νύχια #shoppingstar	NOT
895	@USER Το καλυτερο αλλα δεν μας δινουν οι πουστηδες λιγο απο αυτο που πινουν	OFF
4335	Να προσπαθείς να δεις το σίριαλ με την ησυχία σου κ δίπλα να μιλάει το σόι χωρίς αύριο.. Έχω δυναμώσει την ένταση στο 95.. ΔΕΝ ΝΙΩΘΟΥΝ ΓΑΜΩ ΤΟ ΣΤΑΝΙΟ ΜΟΥ!#gynaikaxwrisonoma	OFF
1937	"""Ο """"διαγραφείς"""" Καμπόσος πρώτη μούρη στην ομιλία Μητσοτάκη στο Άργος. Ο, """"τέτοιες συμπεριφορές δεν έχουν θέση στη ΝΔ"""", Μπογδάνος υποψήφιος βουλευτής. Νομίζουμε ότι ήρθε η ώρα να αποκατασταθεί και η αδικία απέναντι στον Νίκο Γεωργιάδη. #ΝΔ_ξεφτιλες"""	NOT
2347	Πάντως αξύριστη την είδα τη Ρένα Δούρου! Δεν ξύρισε προσωπάκι σήμερα; #ekloges2019 #ερχεται_ΠΟΥΤΣΑ	NOT
8041	Μη σας περάσει απο το μυαλό οτι η παραγωγή ευνοεί την Σουζάνα αλλά ήταν η τελευταία κοπέλα που έφυγε και αυτήν έπρεπε να γυρίσει ‍️ λες και δεν μπορούσαν να το αφήσουν έτσι ή εστω να μπει κοπέλα απο διαγωνισμό ή ψηφοφορία κοριτσιών #GNTMgr	NOT
9235	Δέσποινα πιστεύω ότι μια ενίσχυση στο σουτιέν θα αναδείκνυε το υπέροχο και στητο σου στήθος στο έπακρο . . . . #XFactorGR	OFF
1744	@USER Από προσωπική πείρα... Όχι Πρίγκηπα! Να είσαι καλά.	NOT
6249	@USER Τα ακροδεξιός, φασίστας, ρατσιστής εξφενδονιζονται πλέον στην κάθε ανασα των αριστερών. Το αστείο είναι ότι θα βγει καμία μέρα κανένας ακροδεξιός φασίστας ρατσιστής και δεν θα ξέρουν πώς να τον χαρακτηρίσουν. Οι λέξεις έχουν χάσει ήδη τη σημασία τους	NOT
9209	Ενας μαλάκας που κοροϊδεύει τα παιδιά που έχουν ανάγκη λογοθεραοπείας. Οχι ρε μάγκα, να βγουν λογοθεραπευτές και μακάρι το παιδί σου να μην τους χρειαστεί.	NOT
934	@USER Με προκαλείς για να καταθέσω δημόσια το πόσο ωραία γυναίκα είσαι!	NOT
10140	δε περιμενα να φυγει η σουζανα τοσο νωρις λεει η αννουλα ποοιιιοοςςς;η σουζανα...ε σκοτωστε με #gntmgr	NOT
6368	"""Γιατι επιμενουν να ΚΛΙΝΟΥΝ τη λεξη """"κοουτς""""; Αφου οι ξενες λεξεις που χρησιμοποιουνται αυτουσιες στο ελληνικο λεξιλογιο ΔΕΝ κλινονται! #thevoicegr"""	NOT
2566	Φορητή γαστρεντερίτιδα.... #nd #ekloges2019 #ekloges19 #ΝΔ_ξεφτιλες #ΝΔ	NOT
3666	Τώρα που έφτασα τους τρεις χιλιάδες φολοουερς μήπως να πάρει ο κωλος μου αέρα και να γίνω κι εγώ οφισιαλ	NOT
9653	Ρόλο παίζουν οι Βαρθακούρηδες, μην μασάτε #kalomesimeraki	NOT
1271	Και στην τελική φόρεσε ένα φόρεμα που ούτε καν θα πήγαινε στον σωματότυπο της γωγως #shoppingstar	NOT
1835	@USER Αυτός είναι μεγάλο μαλακας φιλόσοφος.. Τον έχουν πολλοί στην μπούκα εκεί στην Κουμουνδουρου....	OFF
1622	Φέτος είναι σίγουρα η χρονιά των γυναικών. Αυτό το κορίτσι με το πείσμα και το πάθος του έχει δείξει πολλά. Και αν φέτος νικήσει γυναίκα θα χαρώ πολύ να είσαι εσύ #DimitraVamvakousi #survivorgr	NOT
5943	Να δείς που αύριο πάλι μέσα θα είναι #gntmgr #gntm2 #gntmgr2 #gntm	NOT
9578	Και πολύ κλάμα αδελφέ μου. #gntmgr	NOT
9269	Η Αντιγόνη κάνει σαν δεκαπεντάχρονο εντωμεταξύ#erwtasmeta	NOT
2236	@USER Η Λαμία η Ξάνθη τα Τρίκαλα τα Γιάννενα η Καρδίτσα το Αιγάλεω η Κοζάνη το Πασαλιμάνι αυτοί εστηλαν το μύνημα και που είσαι ακόμα πάταγος θα γίνει ο κόσμος ξύπνησε βλέπει και διακρίνει	NOT
6781	Κάτια εκτός από μπλαζε και ξινιλα έχεις #gntmgr	OFF
8164	#oufoneuseis Ορίστε, ρε από Σουλτάνος, ταπεινός ταρίφας, εκεί τον κατάντησαν οι Νεοτουρκοι... #kokkinopotami	NOT
7911	Σπάσε μας τα @@ λίγο ακόμα με τη Κάτια, κερά Βίκυ μας #gntmgr	OFF
5832	Μου έχει ΛΑΤΡΕΜΕΝΟ Τάσο Ξιάρχο το #mesanyxta μετά το #erwtasmeta απέναντι σε μανουλομάνουλο Γιάννη Κουκουράκη του #the2nightshow μετά τις #agriesmelisses ; ΓΙΑΤΙ ΜΟΥ ΤΑ ΚΑΝΕΤΕ ΑΥΤΑ;	NOT
5571	συστηνεται η αλλη ως γυναικα γιατρου και νομιζει θα την παρω στα σοβαρα	NOT
1819	Τσιπουραδικο; Μεγαλη χλιδη για σενα Σπυριδουλα ..απο αυριο ταμιας στα lidl ..αν εισαι τυχερη..#MasterChefGR	NOT
8156	@USER Ψόφον ούλλοι ως τον έναν αφού νιώθουν τούρκοι γιατί εν φέφκουν να παν στην τουρτσιά τους οι λεχρίτες	OFF
4122	Εντωμεταξύ το απογευματινο ειναι πιο βραδινό απο το βραδινό πως παει ετσι η κυρια για μπύρα καλε ; #shoppingstar	NOT
1154	@USER Είπαμε: Είσαι άσχετος όπως κάθε πατριδοκάπηλο εθνίκι.	NOT
6701	Πάει ο Παπαζήσης στο κάστινγκ για το ρόλο του Μίλτου, του λένε δε θελουμε πολλά, απλα θα μιλάς ποντιακά, τούρκικα, γαλλικά, ρωσικά του δώσαν το ρόλο. Τελικά μεταφραστή για τον ΟΗΕ έψαχναν, όχι πρωταγωνιστή #kokkinopotami	NOT
9389	Ζενεβιέβ: Με τρελαίνει ότι δεν μπορείτε να κάνετε το ύφος το σνομπ...Μόνο εσύ ρε είδωλο... #gntmgr	NOT
1475	Μωρό μου δεν είμαι οκκκκ πάντα μέσα στο gameee #PowerofLoveGR	NOT
104	@USER Ρε στα μουνι μου σε γραφω αλοδαποι! Εγω δε χριαζωμε γραφη για ναμε Ελληνας τωχει το αιμα μου! Εσυ πια εισαι μωρη υβριδιο!	OFF
7660	Εννοείται πως εξακολουθούμε να έχουμε διακοπή ρεύματος μετά από 4ωρες γιατί η γαμωδεδηε δουλεύει μετά τις 7:30 γαμω το μουνι που πέταξε το μπουρδελο που λέγεται κράτος	OFF
665	@USER Καλά ξεκουμπιδια ρετάλια ξεφτιλες.χολερα ουστ	OFF
6976	Καλη κουβεντα δε παιζει να πουν η ελευθερια ειναι στον κοσμο της και οι τσουχτρες στην στερια #gntmgr	NOT
6036	Όταν ο σκηνοθέτης κάνει κοντινό στην Εμμανουέλα... #GNTMgr	NOT
5076	#gntmgr Τι τοπ μοντελ μωρε. Τον ουγκουνσοτο	OFF
8275	Καλα Αννουλα με τετοιο στραβο στομα και σπυριαρικη φατσα, ασε το μοντελινγκ καλυτερα #GNTMgr	OFF
6769	Αμα είσαι κοντή θα παινεψεις κοντές άμα είσαι ψηλή θα παινεψεις ψηλές άμα είσαι 40+ θα παινεψεις 40+ αμα εισαι μαλάκας θα παινεψεις μαλάκες μουνόπανα και γαμώσπιτους	OFF
9142	Αυτο ειναι το σκεπτικο της κατιας που ειναι επαγγελματιας.αν εχει ασυλια θα παει και βγαλει μια οτι να ναι φωτογραφια.#gntmgr	NOT
5534	έλα κλαίω αλήθεια οι 2 παρουσιαστές του #adinamoskrikosgr #kalomesimeraki	NOT
7510	Για όσους δεν θυμούνται, πέρσι που αποχώρησε οικειοθελώς η Γαρυφαλλια δεν γύρισε η προηγούμενη αποχώρηση. Καταλάβαμε παραγωγή #gntmgr	NOT
2382	Είσαι ΤΟΣΟ μικρή μπροστά τους #MasterChefGR	NOT
6387	#kokkinopotami ακόμα η πλοκή είναι στο 1ο μισό και είναι όλα ωραία ακόμα για τους ήρωες μας, έχουν κάποιες δυσκολίες αλλά μέχρι εκεί. Μετά το βιβλίο είναι σκληρό και μιλά για την γενοκτονία	NOT
3701	@USER Είσαι Βουλευτής του ελληνικού κοινοβουλίου. Φερσου σαν ένας!	NOT
10047	τώρα θα το μάθουμε ότι είναι άθλια σταλινο-φασισταριά;️	OFF
7254	"""@USER Φιλτατε εγω βρηκα την γυναικα μου στα αιματα μετα απο αποτυχημενη ληστεια απο """" κατατρεγμενο Αλγερινο."""" Ειδα ληστεια σε γερο απο 6 αλλοδαπους που τον εδειραν για να το κλεψουν. Δεν θα ξανα περιμενω αστυνομια και εαν συμβει οτιδηποτε σε Ελληνα / Ελληνιδα μπροστα μου θα ριξο ξυλο."""	OFF
9804	Ο Κερεμ ποιο καλος απο το Μιλτο που ειναι στα @@@#kokkinopotami	NOT
7919	@USER Σιγά μην σκίσεις κανένα καλτσόν μωρή...	OFF
3232	Και εν κοιλάδι σκιάς θανάτου εάν περιπατήσω, δεν θέλω φοβηθή κακόν· διότι συ είσαι μετ' εμού· η ράβδος σου και η βακτηρία σου, αύται με παρηγορούσιν. Ψαλ. 23:4 #ήλιος #ινφο #Θεόσ #αλήθεια #Πνευματική #προσευχή #πατερ_ημων	NOT
2128	Βρε ΟΥΣΤ σίχαμα #ηκορημου	OFF
5589	«Το κανεις επιτηδες» «Το χω κάνει και στις αλλες» ΤΙ ΒΛΕΠΟΥΜΕ ΡΕ ΜΑΛΑΚΑ; #gntmgr	NOT
7612	αν υποψιαστώ ότι το πτώμα δεν είναι η Άννα και την ξαναψάχνουμε θα σας βρίσω ασχημα #erwtasmeta	NOT
1670	Ναι η αλήθεια έξω από το εκλογικό κέντρο θα έχει παραδοσιακους χορούς την Κυριακή.... και σαν τις Σουλιωτισσες μια μια υποψήφια θα πέφτει.... οπότε το τακούνι δεν.... #shoppingstar	NOT
2519	#poweroflovegr Έλα Βασιλάκη μην το κουράζεις. Έπαιξες και αυτή την εβδομάδα μπας και βγείς αγαπητό ζευγάρι, δεν σου βγήκε πάλι και λές τέλος. Όλα τα άλλα είναι, να χαμε να λέγαμε!	NOT
6653	η χύτρα κούμπωσε #kalytera	NOT
9641	Χρυσό τον έχουν κάνει τον φωτογράφο όλη η οικογένεια... #kokkinopotami	NOT
3056	"""@USER Λεει σε μια στιγμη ο Χατζηνικολας """"δεν ειμαι εγω κυβερνηση"""" και του απαντα ο Αδωνης """"εισαι φερεφωνο της κυβερνησης"""""""	NOT
8468	Έχω τον άντρα μου που ξέρει να τα ξεχωρίζει, και είμαι και εγώ από δίπλα να ρωτάω αν η φραγκοκοτα κάνει τα φραγκοσυκα! #gntmgr	NOT
9430	Όταν η καυλα έχει πρόσωπο #gntmgr	OFF
6062	εσεις μην ξεχνατε να τους φιλατε τα βρωμοχερα μαλακες	OFF
6998	Μαγε έλα από δω λίγο που σε θέλω να εξαφανίσεις 2-3 και φεύγεις. Μαγε με ακουυυυυς; #gntmgr	NOT
9884	Μουζου θεός οποίος ρεβετε και κλανει δεν φοβάται να πεθάνει... #TheVoiceGR	NOT
1375	Έχω γονατίσει και προσκυνώ Μελίτη...πάρταααα μωρή ΚΑΡΙΟΛΑ που πας να τα βάλεις με την Κάτια και το σόι της καημένη εεε καημένη #GynaikaXwrisOnoma	OFF
2867	#shoppingstar αυτο το σκατο την αρτεμη τι τη θελανε σε αυτη τη βδομαδα ηθελα νά'ξερα	OFF
7420	Καλά πολύ στενοχωρήθηκαν οι δήθεν κολλητούλες #GNTMgr	NOT
8254	#gntmgr Ή Όλγα αξιοπρεπέστατη έφυγε με χαμογελο λέγοντας κι ευχαριστώ! Ή Άννα και η Σουζανα ποτέ δεν δέχονται κουβεντα, είναι μέσα στα νεύρα και στην γκρίνια όταν τις πουν κάτι αρνητικό!	NOT
3281	@USER Δεν χρειάζεται. Έχουμε καταλάβει από την μέχρι τώρα πολιτική σας . Το σχέδιο φορολογουμε ότι υπάρχει και τα μοιράζουμε στα παιδιά μας και σε μέσω ΚΈΑ στους ρομά, μετανάστες κι αν περισσέψει σε κάνα κορόιδο ΤΕΛΕΙΩΣΑΤΕ .	NOT
662	Ξανθιά μαστουρωμένη τσούλα, με υγρό μουνί, αδημονεί να φάει πούτσο!	OFF
5432	Η φωτογραφηση σμρ ειναι ενα promo για το αγροτης μονος ψαχνει του ΣΚΑΙ #gntmgr	NOT
4626	@USER Εσυ τωρα ψηφιζεις ρε ραμολιμεντο ; Αλλα η ξεφτιλα εχει γινει ενα με το πετσι σας...αναπαραγωγη απο μια που το εγραψε στο φβ ειναι...αλλα γεμισε η Ελλαδα τουβλα σαν και εσενα...ελπιζω να μην εχεις αναπαραχθει...	OFF
8854	"""Θέλω να ακούσω τα λόγια της ελευθερίας μεταφρασμένα στα αγγλικά """"δεν είχα ξαναδεί τέτοιο κόκκορα"""" #gntmgr"""	NOT
6311	Σκουλε το έχουν καταλάβει και οι πέτρες ότι την έχεις γκομενα και την προωθειςτην Κάμπια!Φτανει ομως!ασε τουλάχιστον τις υπόλοιπες κοπέλες να προσπαθήσουν.. #gntmgr	NOT
9325	«Ωραία η ΖΕΜΠΕΚΙΑ σου!» Ωραία η ΖΕΜΠΕΚΙΑ σου Catάκι! #gntmgr	NOT
4366	Εισαι κατάπτυστη #τρεΛίλιαν #GynaikaXwrisOnoma	NOT
8787	Λίγη τέχνη επιτέλους στο #GNTMgr από τον Μπράτης ️	NOT
5256	Πόσο χάλια παπούτσια δο #gntmgr	NOT
4234	Σατανάδες το πάνε πόντο πόντο όπως πέρσι για να μας κρατήσουν σε αγωνία μέχρι το τέλος #masterchefgr_Xeftiles #masterchefgr	NOT
6068	@USER Εισαι και μαλακας ρε φιλε, βλεπεις να κραζουνε νεοδημοκρατη και χωνεσαι να πεις μεγαλυτερη μαλακια να κραξουν εσενα	OFF
8811	@USER Εγω απο την αλλη σε καθε επεισοδιο, οποια και να φύγει χαιρομαι... #gntmgr	NOT
1590	@USER Να ακούσω τον πολάκη να λέει ότι ο καλύτερος υπουργός υγείας που πέρασε ποτέ απ αυτό το υπουργεί ήταν ο ΑΔΩΝΗΣ και ας πεθάνει ο πούστης.	OFF
5901	Ωστε εδω μου ειστε πουλακια μου ... #XFactorGR	NOT
5721	H ΕΛΛΑΔΑ ΣΗΜΕΡΑ ΔΙΚΑΙΩΝΕΤΑΙ, ΑΝΤΕ ΓΙΑ ΤΣΟΥΖΗΗΗΗΗΗΗΗ! #gntmgr	NOT
10064	Κρασί κ καφέ μαζί ; Άιντε άιντεεεεε #erwtasmeta	NOT
1503	Να είσαι θεόμουνο σαν τη Τζούλια Νόβα και να μην νιώθεις άνετα να εμφανιστείς άβαφτη μπροστά στον σύντροφο σου... μεγάλη υπόθεση η αυτοπεποίθηση τελικά (και η έλλειψη αυτής) #kalytera	OFF
7557	Κατια τυχαιο ηταν το κλικ σου μη λες μαλακιες #GNTMgr	OFF
3237	#survivorgr Μακαρι να εισαι η πρωτη γυναικα που θα το σηκωσει...️️	NOT
1952	#shoppingstar Το κραγιόν την κάνει λίγο τρομακτική αλλά γενικά ήταν καλή.	NOT
7011	Τον Γροση τουλάχιστον θα μπορούσατε να τον αφήστε να το πει λαιβ #XFactorGR	NOT
4205	Κατ αρχας μωρή υστερω, ψάξε αλλου τον ένοχο.Δευτερον, κατηγορείς την Μαρίνα για κάτι που κανεις εσύ ήδη εδώ και μέρες.Το θρασσος μωρή δεν έχει όρια #GynaikaXwrisOnoma	OFF
7572	Aυτα τα ρουχα ποιος θα τα φορεσει ΟΕΟ;Οι γυναικες των Μασαι; #elaxamogela	NOT
4660	@USER είσαι των @USER εσύ και πετάκτηκες στη κουβέντα μας:	NOT
4597	Ακουγα ενα μνμ στον τηλεφωνητη μου πριν απο λιγο απο ατομο με το οποιο εχω τσακωθει. Νομιζω ειπα αντε γαμησου στον τηλεφωνητη	OFF
6777	και καλα αυτη που εχει ασυλια να ουρλιαζει ! οι αλλες γιατι τσιριζουν ; #GNTMgr	NOT
9943	#kokkinopotami δεν επείγει	NOT
8983	Σιγά μην είναι η Λασκαράκη ο θύτης χαχαχαχ #erwtasmeta	NOT
1663	@USER Καλά είσαι πολύ Μ....κας	NOT
1009	@USER Ρε τράβα στην Ουγγαρία και ασε τα πατριωτικά... Στο @USER ξέρουν πόσο πατριώτης είσαι;	NOT
2962	@USER απο το επανω τουι, μπορεις να αντιληφθεις το προβλημα σε μια ας πουμε Ο.Ε που τρεχει για 10 χρονια; ή είσαι απο αυτούς που τελικά τους κλέβει ο αλλος και τους πιανει κορόϊδα ή/και τους καταστρεφει;	NOT
7091	ΝΤΑΡΛΙΝ ΓΑΜΩ ΤΟ ΣΠΙΤΙ ΣΟΥ ΣΕ ΕΜΠΙΣΤΕΥΤΗΚΑ ΜΩΡΗ, ΓΙΑΤΙ ΤΟ ΕΚΑΝΕΣ ΑΥΤΟ	OFF
4046	@USER Είσαι ωραίος! !	NOT
